id,lon,lat
E02001826,435783.241,546369.497
E02001824,434321.874,549469.747
E02001825,435151.378,547823.827
E02001822,433405.609,552170.015000001
E02001823,432597.586,550080.033
E02001820,432368.111,552671.771
E02001821,438257.425,552236.141000001
E02004306,416828.95,547427.666999999
E02004307,420738.132,544742.499
E02004304,411916.333,550113.695
E02004305,409113.763,550222.652000001
E02004302,418576.47,551793.716
E02004303,410915.256,551249.092
E02004300,416522.408,552338.664999999
E02004301,420182.018,552154.233999999
E02004308,427871.285,545264.914999999
E02004309,426745.019,544665.835000001
E02002566,428687.448,515081.063999999
E02002567,430536.942,514910.335999999
E02002564,427046.245,516056.457
E02002565,428128.811,515542.795
E02002562,429169.815,516371.564999999
E02002563,430629.522,516257.537
E02002560,429302.736,517327.614
E02002561,430829.967,517007.145
E02002568,427904.724,514433.304
E02002569,426832.484,514550.767000001
E02002487,450359.326,532895.631999999
E02002485,449995.166,533705.046
E02002484,450984.908,534514.744000001
E02002483,448705.6,535398.499
E02002489,450416.854,532114.851
E02002488,449515.012,532799.824999999
E02001766,430410.049,566795.916999999
E02001767,429573.826,566608.247
E02001764,434671.573,567432.359999999
E02001765,431933.741,566934.468
E02001762,428904.135,567883.338
E02001763,432147.518,567649.848999999
E02001760,434019.216,568176.134
E02001761,430351.229,568050.891000001
E02001768,436820.227,567235.159
E02001769,436303.623,566067.264
E02005706,399666.759,652313.183
E02005707,398736.896,651160.241
E02005704,425855.614,604275.798
E02005705,405913.336,602020.302999999
E02005702,423485.823,614975.971999999
E02005703,418583.158,612904.412
E02005708,408058.562,631735.470000001
E02005709,429669.326,581549.623
E02001685,418021.923,562397.713
E02001684,428810.029,562350.164999999
E02001683,413734.575,563329.926999999
E02001682,415758.883,564062.012
E02001689,424926.198,562175.027000001
E02001688,423538.02,562253.793
E02004316,419451.357,541843.573999999
E02004317,423650.782,539589.73
E02004314,427473.702,542030.335000001
E02004315,426275.88,541915.296
E02004312,430565.465,543636.391000001
E02004313,429047.834,542818.938999999
E02004310,423563.316,543296.471999999
E02004311,432476.325,543167.43
E02004318,430537.482,538330.369999999
E02004319,432354.613,535963.453
E02002572,429062.291,513456.352
E02002573,434118.797,512972.079
E02002570,429955.612,513853.647
E02002571,430718.858,513388.684
E02002497,451807.085,519617.658
E02002496,449906.848,519679.040999999
E02002494,448965.844,529634.17
E02002493,452080.811,529788.138
E02002492,450154.889,529903.698000001
E02002491,449325.864,530951.091
E02002490,450560.227,531267.648
E02002499,451694.507,518843.066
E02002498,448778.81,519505.836999999
E02001776,431794.662,564802.525
E02001777,430710.295,564481.578
E02001774,432898.351,565062.957
E02001775,438589.821,564869.107999999
E02001772,436808.063,565159.146
E02001773,437779.576,565093.369999999
E02001770,437141.428,566163.583000001
E02001771,438497.358,565680.445
E02001778,436200.032,564494.683
E02001779,435034.061,564187.968
E02005716,427232.266,577137.037
E02005717,431771.234,575812.145
E02005714,426687.304,578479.123
E02005715,426121.222,576974.752
E02005712,429745.782,580195.943
E02005713,431080.518,579760.24
E02005710,431389.031,581137.898
E02005711,430474.809,580789.047
E02005718,426769.141,575649.805
E02005719,429967.31,575114.239
E02001697,426253.062,560433.516000001
E02001696,429164.718,561106.812000001
E02001695,430126.913,561494.231000001
E02001694,422813.055,561379.370999999
E02001693,427659.487,561472.005999999
E02001692,426642.053,561562.978
E02001691,425250.659,561644.375
E02001690,420568.454,561696.17
E02001699,428234.008,560347.449999999
E02001698,420222.599,560356.918
E02001806,440311.987,556123.494000001
E02001807,431811.913,556213.388
E02001804,435767.699,556452.085000001
E02001805,437467.834,556226.012
E02001802,436851.301,556780.742000001
E02001803,439316.394,556635.287
E02001800,429668.316,556967.259
E02001801,438204.03,556926.426000001
E02001808,438293.312,556214.329
E02001809,430684.703,555970.465
E02002546,443639.137,519855.259
E02002547,442223.04,519526.502
E02002544,444758.968,520891.764
E02002545,441352.44,520120.088
E02002542,442972.355,521467.361
E02002543,441909.38,521112.881999999
E02002540,443840.024,522326.798
E02002541,444498.361,521741.33
E02002548,444136.419,518542.092
E02002549,441417.908,518744.697000001
E02001746,434567.132,571634.728
E02001747,435877.996,571067.767000001
E02001744,432011.805,571846.932
E02001745,427311.539,571788.136
E02001742,433809.293,572045.148
E02001743,435723.106,571956.936000001
E02001740,434813.247,572862.365
E02001741,423885.098,572751.436000001
E02001748,431266.782,570932.173
E02001749,428382.868,570977.261
E02001816,437059.293,553623.898
E02001817,438486.137,553230.189999999
E02001814,440486.791,554660.726
E02001815,430185.707,554189.097999999
E02001812,439014.253,555280.789000001
E02001813,437018.994,554720.563999999
E02001810,429321.201,555542.465
E02006812,453611.545,516758.068
E02006893,418820.181,567257.355
E02001811,435765.063,555279.357000001
E02006811,452745.46,515221.982999999
E02001818,440587.51,553070.17
E02001819,436446.067,552904.086999999
E02002556,444928.711,513888.058
E02002557,443966.039,513768.25
E02002554,445711.387,515389.703
E02002555,441885.659,514283.744999999
E02002552,445906.364,517065.773
E02002553,445431.385,516356.005000001
E02002550,442937.056,518314.412
E02002551,445374.736,517815.005999999
E02002558,442242.625,511714.249
E02002559,427004.964,517302.263
E02001756,426556.38,568881.118000001
E02001757,434293.393,568927.773
E02001754,435569.886,569277.346000001
E02001755,428464.55,569459.083000001
E02001752,433264.422,569681.191
E02001753,436604.96,569443.223999999
E02001750,434872.036,570299.564999999
E02001751,427676.661,570067.018999999
E02001758,431265.088,568807.676999999
E02001759,435203.759,568580.024
E02004297,417125.891,556163.653999999
E02004296,424271.805,547435.037
E02004295,430335.846,550130.249
E02004294,426822.94,550392.395
E02004293,426530.879,551119.914000001
E02004292,427220.175,552363.168
E02004291,424985.737,553127.131999999
E02004290,425484.533,554511.373
E02004299,419927.412,553401.33
E02004298,410017.973,553105.686000001
E02002526,466333.477,519073.997
E02002527,471555.087,518512.148
E02002524,468689.541,519770.67
E02002525,455772.886,518855.948999999
E02002523,455310.964,519850.257999999
E02002520,463079.189,522099.518999999
E02002521,466139.614,521187.318
E02002529,454812.262,517768.966
E02001726,421263.222,565475.361
E02001727,429018.386,565595.056
E02001724,425732.914,565832.941
E02001725,427184.628,565663.297
E02001722,419246.428,566272.592
E02001723,421841.331,565988.043
E02001720,425268.125,566605.304
E02001721,416163.611,566467.343
E02001728,418668.799,565197.028999999
E02001729,423122.002,564835.493000001
E02004346,399109.202,521705.443
E02004347,405253.991,516732.414000001
E02004344,427417.688,524675.58
E02004345,413736.285,524267.505999999
E02004342,426849.094,525376.006999999
E02004343,428353.858,525138.494000001
E02004340,423096.578,526285.164999999
E02004341,426990.926,526184.643999999
E02004348,401614.496,538168.244999999
E02004349,415852.812,535660.778999999
E02005724,419680.715,585022.311000001
E02005732,401467.404,562025.66
E02001686,417682.266,562796.525
E02005246,388392.269,439603.765000001
E02005247,385327.097,439187.48
E02005244,388555.643,440445.955
E02005245,390628.44,440186.641000001
E02005242,390615.842,446353.778999999
E02005243,389519.051,440523.827
E02005240,387757.62,447183.257999999
E02005241,387803.288,446520.66
E02001236,396118.533,399186.123
E02001237,397513.544,399040.582
E02001234,394072.489,400166.866
E02001235,394849.341,399212.437999999
E02001232,395155.742,400203.903000001
E02001233,392952.23,400160.089
E02001230,394112.915,401091.221999999
E02005248,386402.907,438459.687000001
E02001231,398202.935,400715.914000001
E02005249,386677.462,437708.051000001
E02001238,391078.268,398792.470000001
E02001239,390107.218,398734.088
E02002636,332249.24,438970.914999999
E02002637,331648.303,438033.787
E02002634,332384.728,440566.581
E02002635,331235.384,440065.773
E02002632,372904.61,417849.494000001
E02002633,331840.282,442019.432
E02002630,368978.929,422461.0
E02002631,369916.62,421113.356000001
E02002638,330898.904,437693.702
E02002639,333152.494,437660.073999999
E02003976,326922.788,523401.271
E02003977,321819.313,476872.331
E02003974,300225.263,527499.764
E02003972,301303.555,530106.639
E02003973,299572.823,527575.497
E02003970,309007.242,530484.307
E02003971,312606.158,530353.937999999
E02003978,323072.932,473672.596000001
E02003979,320895.999,471495.705
E02001106,392396.437,407163.672
E02001187,389834.624,394264.673
E02001186,370944.692,392640.948000001
E02001107,390554.018,406302.151000001
E02001185,372507.446,395045.614
E02001104,395104.286,407613.140000001
E02001184,381529.635,397481.195
E02001105,391419.517,407315.119999999
E02001183,376125.67,397954.488
E02001102,392913.283,408050.923
E02001182,376940.744,398170.147
E02001103,399543.059,407863.700999999
E02001181,375442.79,398207.437999999
E02001100,393953.252,408938.643999999
E02001180,381249.288,398921.635
E02001101,391382.61,408668.362
E02001108,393984.172,406229.591
E02001189,389379.426,392814.986
E02001109,394690.288,405942.591
E02001188,389127.522,394141.963
E02001056,388328.79,399090.429
E02001057,385709.138,398630.708000001
E02006871,345813.851,463445.593
E02001055,388304.872,400243.228
E02001052,384344.95,401603.393999999
E02001053,386211.496,401029.976
E02001050,385857.998,402087.339
E02001051,387155.798,401800.764
E02003816,385817.923,363224.995999999
E02003817,384327.191,363110.017000001
E02004006,302315.343,506548.993000001
E02003814,370693.53,365143.918
E02001059,387418.28,398157.945
E02004007,316943.93,480258.889
E02003815,386965.652,363300.482000001
E02004004,297589.394,516104.851
E02003812,376074.224,367118.426000001
E02004005,300648.483,511059.946
E02003813,370022.108,365947.193
E02004002,298710.126,517503.165999999
E02003810,346964.844,350207.475
E02003891,355840.125,363139.219000001
E02004003,302227.294,515429.573999999
E02003811,377415.011,368975.057
E02003890,364827.917,364990.582
E02004000,299414.121,521483.999
E02004001,297656.469,518086.251
E02003818,387231.312,362033.881999999
E02003819,375362.524,361357.184
E02004008,361053.121,538672.687000001
E02004009,347656.223,540065.682
E02001366,338232.106,392615.185000001
E02001367,340194.534,392642.753
E02001364,336127.234,392921.182
E02001365,336957.311,392756.380000001
E02001362,338946.345,393385.893999999
E02001363,341833.512,393020.532
E02001360,335061.555,393742.486
E02001361,337200.607,393526.813999999
E02001368,334566.912,392253.470000001
E02001369,335582.16,391968.482000001
E02005306,337636.034,412380.176999999
E02005307,344291.242,411650.853
E02005304,344687.462,422244.012
E02005305,339823.673,420151.751
E02005302,354959.026,421617.795
E02005303,352667.697,421544.075999999
E02005300,351594.107,422081.279999999
E02005301,353353.626,422175.753
E02005308,350092.819,410961.858999999
E02005256,355289.254,432750.641000001
E02005257,351048.829,432229.415999999
E02005254,351682.862,434774.978
E02005255,353034.628,433167.376
E02005252,384898.276,436279.473999999
E02005253,357517.893,435810.682
E02005250,385686.086,437453.227
E02005251,387070.141,437469.943
E02001206,395275.055,388782.944
E02001287,355586.01,410634.316
E02001207,392831.443,388442.226
E02001286,379057.429,385983.136
E02001204,387758.517,389349.210999999
E02001285,376231.354,386630.622
E02001205,390548.602,389306.754000001
E02001284,377680.337,386961.657
E02001202,388735.265,389542.780999999
E02001283,375793.903,388169.606000001
E02001203,396879.724,389598.806
E02001282,377033.499,388605.308
E02001200,389848.43,390385.242000001
E02001281,378265.392,388705.211999999
E02005258,353513.395,431808.509
E02001201,391070.398,389863.561000001
E02001280,379429.758,388705.546
E02005259,355750.448,431625.683
E02001208,386951.569,388514.944
E02001289,354216.708,408711.647
E02001209,389509.913,388640.502
E02001288,356623.419,409915.506999999
E02002587,355720.381,380784.919
E02002586,352834.829,381589.215
E02002585,350869.422,382352.071
E02002584,352150.258,382370.853
E02002583,354351.397,382425.197000001
E02002582,355865.881,382413.637
E02002581,348560.311,384592.904999999
E02002580,351418.77,385529.333000001
E02002589,352805.987,380451.168
E02002588,354392.012,380785.217
E02001466,335013.294,395105.749
E02001467,330711.754,393727.493000001
E02001464,333949.849,396308.737
E02001465,334111.613,395263.280999999
E02001462,333392.361,396752.734999999
E02001463,335160.839,396669.357000001
E02001460,332645.252,397528.977
E02001461,334617.32,397625.703
E02001468,331107.055,392805.554
E02001469,329290.086,392595.739
E02002606,361383.32,388282.436000001
E02002607,360146.294,387892.471000001
E02002604,356201.421,388785.697000001
E02002605,358019.129,388220.908
E02002602,359667.33,389463.577
E02002603,364795.106,389285.971000001
E02002600,361441.646,389606.227
E02002601,362906.208,389527.221999999
E02002608,356398.93,387668.801000001
E02002609,362794.709,387521.038000001
E02006934,334137.565,390912.022
E02006932,335140.924,390396.284
E02001116,394356.309,404876.879000001
E02001197,388102.38,390841.973999999
E02006933,334635.623,389402.336999999
E02001117,399754.545,404628.012
E02001196,394754.944,390974.013
E02001114,390474.107,405308.960999999
E02001195,392383.397,391522.777000001
E02001115,395637.881,405099.554
E02001194,387331.089,391586.515000001
E02001112,389336.94,405633.755999999
E02001193,389289.057,391586.631999999
E02001113,391620.423,405511.006999999
E02001192,388253.166,392236.720000001
E02001110,398284.425,405957.362
E02001191,393849.027,392299.038000001
E02001111,392596.825,405700.226
E02001190,391142.25,392513.117000001
E02001118,396439.827,404579.341
E02001199,386807.586,390748.356000001
E02001119,393580.768,404403.071
E02001198,393142.281,390821.997
E02001026,381309.722,410960.767999999
E02001027,379211.049,411072.845000001
E02001024,378096.42,412164.556
E02001025,382150.273,411512.732999999
E02001022,380708.078,412808.626
E02001023,379456.081,412369.107000001
E02001020,378121.444,414729.507999999
E02001021,377802.848,413883.147
E02001028,378196.231,410431.763
E02004016,341526.932,497729.276000001
E02001029,380574.084,409823.083000001
E02004017,351829.641,493623.560000001
E02004014,376075.642,509613.753
E02004015,337717.192,504091.231000001
E02004012,345808.592,526699.449999999
E02004013,364873.843,521690.241
E02004010,351466.193,530032.749
E02004018,351259.972,492593.236
E02004019,352781.984,492198.714
E02001376,336955.11,391121.902000001
E02001377,336394.046,390332.018999999
E02001374,337655.803,391287.619000001
E02001375,339693.424,391266.624
E02001372,341053.285,391750.432
E02001373,339039.562,391527.684
E02001370,336709.781,391968.198999999
E02001371,342070.231,391740.777000001
E02001378,339354.745,390179.790999999
E02005316,349674.711,405862.718
E02005317,349808.405,404969.903999999
E02005314,346924.009,406224.84
E02005315,340118.785,406290.892999999
E02005312,348663.338,407578.005999999
E02005313,348722.422,406798.324999999
E02005310,341757.633,408105.559
E02005311,344611.369,407575.867000001
E02005318,351557.825,405242.188999999
E02005319,333275.237,447808.929
E02005226,343828.575,464301.405999999
E02005224,345231.009,464805.757999999
E02005225,352652.51,464593.787
E02005222,357969.353,469569.256999999
E02005223,347794.655,466949.327
E02005221,349707.613,470773.892999999
E02001216,387179.099,387279.032
E02001297,354696.558,405486.41
E02001217,392177.503,387268.325999999
E02001296,355844.248,405485.157
E02001214,385354.161,387892.816
E02001295,359070.105,405753.941
E02001215,395915.316,387851.382999999
E02001294,357443.838,406412.039999999
E02001212,388674.227,388195.388
E02001293,360058.914,406697.323000001
E02001213,390741.064,387919.063999999
E02001292,358226.967,407029.543
E02001210,391733.501,388482.597999999
E02001291,356856.897,407211.221999999
E02005228,342973.68,463411.366
E02001211,384422.527,388528.657
E02001290,360922.334,408478.971000001
E02005229,342241.897,463347.549000001
E02001218,388961.678,386760.595000001
E02001299,361874.228,404426.187999999
E02001219,391341.596,386316.363
E02001298,360062.92,405316.463
E02002597,362023.108,390652.674000001
E02002596,363180.297,391167.495999999
E02002595,360999.988,391136.166999999
E02002594,365858.776,391632.208000001
E02002593,364700.139,391969.714
E02002592,356992.41,392952.148
E02002591,366015.622,394908.737
E02002590,365045.29,395132.955
E02002599,358255.871,389692.907
E02002598,357264.445,389883.437999999
E02001476,330958.421,390770.505000001
E02001477,329061.379,389998.713
E02001474,331967.724,391117.747
E02001475,326932.977,390472.908
E02001473,330470.867,391627.768999999
E02001470,330074.905,392588.448000001
E02001471,331447.97,391867.226
E02001478,326016.943,389965.248
E02001479,324165.117,389913.351
E02002616,366898.901,429053.77
E02002617,369148.789,429265.817
E02002614,362028.165,384206.655999999
E02002615,368687.558,430343.17
E02002612,361779.588,385992.541999999
E02002613,362954.18,384578.052999999
E02002610,368519.806,387285.335000001
E02002611,363833.773,386860.632999999
E02002618,368190.951,429063.564999999
E02002619,367097.289,428142.155999999
E02006902,384567.12,398957.002
E02003866,391437.324,375407.43
E02003867,389541.641,374249.834000001
E02003864,384146.138,378255.833000001
E02003865,393137.434,377480.763
E02003862,390105.035,377318.522
E02003863,375116.782,378130.476
E02003860,383502.835,380226.728
E02003861,376077.781,378889.025
E02003868,392518.931,373973.977
E02003869,390660.947,373808.902000001
E02001036,378625.274,406288.380999999
E02001037,380020.719,405995.119000001
E02001034,377847.325,407427.034
E02001035,381467.149,407075.573000001
E02001032,377689.929,408229.217
E02001033,379380.539,407957.247
E02001030,376295.528,408929.952
E02001031,380608.577,408737.257999999
E02001038,380771.165,405730.965
E02001039,381594.117,405787.357999999
E02001347,338593.412,397211.754000001
E02001344,343729.91,386402.095000001
E02001345,344565.939,385809.957
E02001342,343791.897,390272.787
E02001343,345994.362,389148.732000001
E02001340,341886.36,390835.926999999
E02001341,344995.101,390322.004000001
E02001348,336823.93,397128.682
E02001349,335986.61,396598.26
E02005236,341756.547,461237.299000001
E02005237,347071.26,461115.85
E02005234,347805.687,461664.41
E02005235,348240.384,461019.353
E02005233,348633.616,462035.608999999
E02005230,344108.125,463237.202
E02005231,347616.483,463189.040999999
E02005238,348403.547,460013.117000001
E02005239,348409.395,456820.963
E02001446,338261.155,402855.622
E02001447,338189.048,401867.743000001
E02001444,330263.13,406550.700999999
E02001445,337181.823,403571.73
E02001442,329942.099,407638.745999999
E02001443,328857.012,406509.761
E02001440,330886.029,411751.689999999
E02001441,329069.39,407923.001
E02001448,337207.134,401490.639
E02001449,333188.896,400651.9
E02001166,383182.235,401757.142999999
E02001167,381642.022,401584.546
E02001164,379287.18,402047.124
E02001165,376923.815,401922.35
E02001162,377386.304,402521.126
E02001163,373877.785,402508.817
E02001160,371839.819,403254.118000001
E02001161,377952.067,402823.205
E02001168,377860.854,401078.419
E02001169,372535.041,401018.166999999
E02005186,380207.665,432463.291999999
E02005185,382699.911,431995.034
E02006916,382798.593,397122.179
E02005184,387140.901,432092.034
E02006917,383357.653,397648.015000001
E02005183,385842.755,432371.51
E02006914,383952.522,397190.050000001
E02005182,384901.647,432604.679
E02006915,383772.242,400556.76
E02005181,382310.123,432966.862
E02006912,384642.184,397847.244999999
E02005180,381933.003,433498.459000001
E02005189,357905.446,424208.65
E02003876,363489.477,375312.194
E02003877,349670.501,374925.184
E02003874,352188.261,377713.899
E02003875,362935.758,377289.252
E02003873,391570.089,372080.852
E02003870,391355.134,373119.43
E02003871,389702.34,372942.972999999
E02003878,369197.568,374829.711999999
E02003879,365920.863,373862.602
E02001087,384699.684,391244.743000001
E02001006,370449.13,407563.559
E02001086,382840.968,391839.785
E02001007,375568.596,407384.549000001
E02001085,386349.277,392246.319
E02001004,370491.215,408285.107999999
E02001084,385324.717,392392.146
E02001005,372136.957,407530.5
E02001083,383797.807,392308.573000001
E02001002,374510.453,408860.291999999
E02001082,384490.212,392636.528999999
E02001003,368240.276,408519.395
E02001081,381509.094,393349.497
E02001000,373085.09,409528.698000001
E02001080,385799.107,393355.334000001
E02001001,369592.741,409153.364
E02001089,385270.471,390303.328
E02001008,371158.934,407278.903000001
E02001088,381170.894,390493.368000001
E02001009,369671.499,407080.274
E02001356,339434.779,394624.858999999
E02001357,338199.709,394388.756999999
E02001354,337500.184,394904.671
E02001355,336225.425,394634.120999999
E02001352,336130.859,395599.683
E02001353,341562.314,395323.545
E02001350,340173.702,395522.869000001
E02001351,338480.968,395530.84
E02001358,335732.982,394274.074999999
E02001359,340845.365,393746.74
E02001267,376797.986,394625.296
E02001264,378563.603,394950.525
E02001265,373947.132,394847.671
E02005321,331597.176,446522.333000001
E02001397,342624.063,386929.18
E02001316,365691.322,400609.221000001
E02001396,336100.401,387367.782
E02001317,366783.882,400426.386
E02001395,339315.747,387498.539999999
E02001314,369693.114,401258.164999999
E02001394,338198.636,387416.801000001
E02001315,370387.116,400807.209000001
E02001393,340905.796,387856.501
E02001312,361278.409,401613.846000001
E02001392,342316.033,388020.899
E02001313,365081.13,401672.113
E02001391,344357.517,388124.464
E02001310,360098.72,402969.312000001
E02005328,332806.81,443032.831
E02001390,335832.776,388245.338
E02001311,369436.175,402189.055
E02005329,333803.252,442749.366
E02001399,339446.13,386182.526000001
E02001318,357120.61,400474.546
E02001398,337350.389,386891.856000001
E02001319,364443.058,400346.096999999
E02005276,372301.874,436224.179
E02005277,368217.155,432547.192
E02005274,377051.452,436947.870999999
E02005275,360389.493,437004.471999999
E02005272,373764.579,441332.497
E02005273,361114.065,437856.49
E02005270,374330.946,444906.588
E02005271,374583.26,442050.936000001
E02001226,385438.474,385492.839
E02001227,388215.481,384837.554
E02001224,395155.898,385486.757999999
E02001225,387507.199,385443.391000001
E02001222,384796.772,386148.821
E02001223,389745.749,385841.189999999
E02001220,386655.447,386214.125
E02005278,381346.694,425403.039999999
E02005893,466515.662,368204.688999999
E02004080,446823.013,341719.73
E02005892,454676.938,359729.126
E02005891,456839.257,359940.796
E02005890,455973.39,360689.443
E02004089,449122.094,333623.198999999
E02004088,447458.07,333562.293
E02005899,480373.016,354408.693
E02005819,448748.275,360914.675000001
E02005898,459616.84,357632.987
E02005387,441237.327,294044.748
E02005386,442790.681,294380.502
E02005385,443363.973,295205.164000001
E02005384,439706.235,296971.435000001
E02005383,444541.567,297124.854
E02005382,446531.2,297596.002
E02005381,447035.891,303269.429
E02005380,440419.044,304608.307
E02005389,443737.427,293086.626
E02005388,441843.894,293456.193
E02005406,442680.585,313891.017000001
E02005487,510268.047,313922.991
E02005486,510049.896,319962.271
E02005404,431967.699,315792.551999999
E02005485,509107.586,320573.322000001
E02005405,445099.465,314121.528000001
E02005484,492697.403,324169.571
E02005402,435220.734,316308.506999999
E02005483,510076.625,328203.626
E02005403,443679.236,315815.661
E02005482,494179.701,336067.192
E02005400,442698.358,317147.556
E02005481,491564.107,335023.863
E02005401,440115.943,316586.449999999
E02005480,490178.115,335199.341
E02005408,433231.483,311765.175000001
E02005489,515127.429,310033.006999999
E02005409,440866.053,310587.786
E02005488,513680.652,310423.282
E02005667,472767.223,261942.843
E02005664,476337.142,262268.890000001
E02005665,480149.363,262131.377
E02005662,476917.508,262409.054
E02005663,471087.015,262356.825999999
E02005660,481393.135,262643.498
E02005661,477677.582,262496.723999999
E02005668,471938.841,261744.658
E02005669,478649.958,261260.733999999
E02002836,459811.607,306065.242000001
E02002837,461071.754,305860.443
E02002834,457728.835,306168.960999999
E02002835,463094.095,306825.222999999
E02002832,459499.834,306688.897
E02002833,460052.857,306715.449999999
E02002830,456768.525,307172.737
E02002831,460923.952,307114.988
E02004097,400032.645,385629.101
E02004096,402375.116,393698.197000001
E02004095,403549.521,393846.438999999
E02002838,456372.285,305486.989
E02004094,401376.431,395336.530999999
E02002839,463122.798,305374.096000001
E02004093,402230.585,396388.341
E02004092,447541.202,332210.359999999
E02004091,448989.931,332629.113
E02004090,444919.01,333418.579
E02004098,401098.569,385689.192
E02005397,444364.644,327324.073999999
E02005396,477331.33,316838.062999999
E02005395,475506.677,318135.391000001
E02005394,474556.808,319423.896
E02005393,470605.829,319205.483999999
E02005392,475431.587,320227.213
E02005391,478352.264,333855.037
E02005390,443395.26,292238.286
E02005399,435623.845,317184.596999999
E02005398,448281.892,326404.021
E02005497,482643.269,389552.975
E02004035,435120.936,350269.83
E02005886,456439.522,362401.367000001
E02004032,441144.217,353405.255999999
E02005885,451953.281,362516.537
E02004033,441107.234,350721.416999999
E02005884,454614.666,362993.038000001
E02004030,435035.61,354395.593
E02005883,453686.15,363457.841
E02004031,442626.86,353696.579
E02005882,454869.865,364151.82
E02005881,456658.411,367588.956
E02005880,457122.453,368914.643999999
E02004038,435009.854,347274.157
E02004039,436672.978,347186.960999999
E02005889,452142.444,360813.467
E02005888,454862.21,361137.514
E02005336,454623.616,302729.284
E02005337,455851.805,301580.523
E02005334,453320.613,303074.086999999
E02005335,452238.219,303493.438999999
E02005338,454666.88,298874.564999999
E02005339,453522.136,297594.448000001
E02005407,442696.608,313304.241
