origin,destination,flow
E02000806,E02006792,23
E02000257,W02000149,1
E02005850,E02004054,43
E02003439,E02003439,190
E02006847,E02006886,69
E02002985,E02006692,1
E02005913,E02002882,7
E02001781,E02002515,1
E02005495,E02001602,1
E02002398,E02002712,1
E02001746,E02000973,1
E02004517,E02006286,1
E02003701,E02003660,2
E02001229,E02001021,3
E02001408,E02005258,2
E02005987,E02000520,1
E02001369,E02001363,1
E02003847,E02003888,8
E02001555,E02002467,1
E02004774,E02004723,2
E02001870,E02000436,3
E02002425,E02004260,1
E02001875,E02006505,2
E02003506,E02006600,3
W02000372,W02000274,3
E02000454,E02003415,2
E02006401,E02003539,1
E02001363,E02000575,1
E02000557,E02000415,1
E02002765,E02001564,1
E02000705,E02000637,8
E02000585,E02000532,5
E02003890,E02003874,1
E02000746,E02000969,2
E02003176,E02004841,1
E02001829,E02006470,11
E02000335,E02000974,9
E02006619,E02006792,4
E02004903,E02003774,1
E02006925,E02004441,1
E02003701,E02006824,44
E02004953,E02004912,13
E02001640,E02001636,222
E02001545,E02005839,4
E02001153,E02001313,1
E02000922,E02000890,6
E02003653,E02000187,1
E02001352,E02001472,1
E02000080,E02003343,1
E02005640,E02006508,2
E02005220,E02002620,218
E02004576,E02004508,4
E02000838,E02000940,3
E02005700,E02002996,1
E02000026,E02000381,1
E02001918,OD0000002,5
E02004904,E02000824,1
E02005077,E02000726,2
E02006532,E02000815,1
E02002170,E02001873,4
W02000063,E02001367,2
E02003615,E02003731,1
E02005476,E02005797,1
E02003738,E02003724,23
E02005034,E02003339,3
E02000846,E02000661,1
E02006390,E02000575,2
E02004021,E02002646,1
E02000898,E02000919,1
E02005648,E02005372,2
E02003438,E02000979,24
E02006127,E02003828,2
E02003410,E02003361,5
E02001156,OD0000001,377
E02003408,E02000263,2
E02004475,E02005078,1
E02004283,E02004282,116
E02000857,E02000826,1
E02004463,E02000476,7
E02001125,E02004948,2
E02003777,E02005521,1
E02000805,E02006381,4
E02001777,E02004329,2
E02006455,E02003539,4
E02005402,E02002813,1
W02000235,W02000276,4
E02006374,E02000785,1
E02005081,E02000144,8
E02001044,E02001126,1
E02000282,E02000894,1
E02003318,E02000372,2
E02003270,E02003625,3
E02001905,E02002202,1
E02004380,E02004418,3
E02002816,E02002832,1
E02005439,E02004319,1
E02006926,E02000144,1
E02004779,E02000583,1
E02004241,E02003303,1
E02004934,E02003603,2
E02000072,E02006930,15
E02001438,E02001377,11
E02002618,E02001005,6
E02001962,E02001846,1
E02006370,E02000626,1
E02005870,E02001878,1
E02004601,E02002907,1
E02003163,E02004145,1
E02005535,E02005534,61
E02004920,E02003615,3
E02000632,E02000530,1
E02000207,E02004816,1
W02000247,W02000241,25
W02000212,W02000402,5
E02004704,E02004832,4
E02001462,E02001460,155
E02000530,E02000372,3
E02004745,E02005124,1
E02006235,E02006489,1
W02000057,W02000089,23
E02003529,E02006350,1
E02003842,E02003844,11
E02002062,E02002065,115
E02000269,E02000370,2
E02002060,E02001878,2
E02004440,E02005965,1
E02000779,E02000541,1
E02004617,E02001999,5
E02002049,E02006179,4
E02002270,E02002328,1
E02000268,E02000928,2
E02005485,E02003756,1
E02001229,E02001294,1
E02000024,E02006902,1
E02001244,E02001148,2
E02005994,E02000242,1
E02002794,E02005271,1
E02004067,E02004080,1
E02001981,E02006736,1
E02005539,E02005569,1
E02005299,E02005206,6
E02002101,E02006495,2
W02000007,W02000033,7
E02004597,E02004461,1
E02000217,E02000860,10
E02003672,E02004667,1
E02002812,E02002899,8
E02005842,E02001671,1
E02006824,E02003688,207
E02006205,E02003881,1
E02001052,E02003868,1
E02000839,E02000132,10
E02000855,E02000230,3
E02004832,E02004153,1
E02000517,E02000552,6
E02003745,E02005211,1
W02000030,W02000057,1
E02000038,E02000308,18
E02000813,E02000145,1
E02004736,E02006106,1
E02002231,E02002199,9
E02000454,E02000891,1
E02001513,E02003085,1
E02002263,E02001204,1
E02005130,E02003323,3
E02000457,E02003689,1
E02000829,E02004434,1
E02002768,E02006861,2
E02006766,E02004601,6
E02003508,E02006802,4
E02006727,E02001955,5
E02004836,E02000982,1
E02001417,E02001424,160
E02005107,E02005142,9
E02006165,E02002965,368
E02006650,E02006662,1
E02004481,E02006575,1
E02001604,E02002443,1
E02000247,E02000590,5
E02000429,E02000414,1
E02000231,E02000930,2
E02006159,E02002062,1
E02000174,OD0000002,7
E02005798,E02002671,1
E02005317,E02002583,1
E02004486,E02003353,1
E02000757,E02006680,1
W02000269,W02000373,4
E02000054,E02004896,2
E02002098,E02006761,1
E02003966,E02005221,1
E02004873,E02006338,1
E02006790,E02005155,2
E02000348,E02000604,1
E02000404,E02004845,1
E02003328,W02000015,1
E02005873,E02002868,8
E02005290,E02001161,1
E02004976,E02000311,1
E02002311,E02001096,2
E02006798,E02000667,1
E02000360,E02006928,4
E02005140,E02003517,1
E02006801,E02000374,1
E02002445,E02001579,3
E02003377,E02004506,1
E02005062,E02000967,1
E02000367,E02000804,1
E02000525,E02000523,66
E02003111,E02003111,119
E02000762,E02000624,1
E02005169,E02003337,5
E02003646,E02003274,11
E02000016,E02000888,3
E02004895,E02000172,1
E02001739,E02001750,24
E02002796,E02001890,3
E02003696,E02003718,39
E02006529,E02003375,1
E02000945,E02000387,20
E02004008,E02002256,2
E02000443,E02004983,1
E02006075,E02006069,3
E02000249,E02000265,21
E02000228,E02006798,2
E02006024,E02001566,1
E02000888,E02000980,2
E02002997,E02003235,1
E02001310,E02001368,2
E02004338,E02002529,2
E02001669,E02004072,7
W02000305,W02000332,36
E02004135,E02006886,1
E02006416,E02003435,6
E02001234,E02004868,1
E02001243,E02001247,40
E02000702,E02000617,3
E02004258,W02000339,1
E02001693,E02001733,31
E02000468,E02006929,3
E02004244,E02000887,1
E02000500,E02000960,1
E02005195,E02005307,34
W02000189,W02000270,1
E02005432,E02004110,1
E02000320,E02004935,1
E02000428,E02000353,15
E02005783,E02000316,1
E02006613,E02000584,1
E02002200,E02005444,1
E02001444,E02005263,3
E02006512,E02006519,9
W02000226,W02000204,4
E02000755,E02006800,4
E02003317,E02000971,2
E02003386,E02005708,1
E02004540,E02000807,1
E02003318,E02004957,1
E02005113,E02000891,1
E02000331,E02006589,1
E02001421,E02001010,2
E02000952,E02000665,1
E02000800,E02000700,2
E02005159,E02005093,5
E02006150,E02005390,5
E02006558,E02006560,103
E02006435,E02003329,1
E02004207,E02003145,3
E02004522,E02004486,7
E02001184,E02002623,1
E02004839,E02003465,1
E02000215,E02000162,3
E02002292,E02002794,1
E02001898,E02006779,1
E02006044,E02000192,1
E02000711,E02000968,3
E02005483,E02002821,1
E02006681,E02002987,1
E02006501,E02006499,91
E02000788,E02003718,1
E02000347,E02000352,21
E02002109,E02001967,3
E02006448,E02003659,1
E02006783,E02000156,8
E02003248,E02005474,2
E02004568,E02000907,2
E02002410,E02006876,145
E02006652,W02000109,1
E02003877,E02001222,3
E02004907,E02003358,1
E02000894,E02000534,2
E02000784,E02006402,1
W02000098,W02000337,1
E02003991,E02003979,3
E02002579,E02005177,2
E02004196,E02004966,1
E02002652,E02001579,1
E02005104,E02000878,2
E02001116,E02005281,1
E02004252,E02003199,36
E02001601,E02000977,1
E02006684,E02000722,1
E02002109,E02006758,1
E02002609,E02003804,2
E02004324,E02004302,1
E02004598,E02004913,4
E02005143,E02005154,1
E02004892,E02003353,1
E02000804,S92000003,1
E02002001,E02002064,1
E02003960,E02003123,1
E02000195,E02006579,1
E02000736,E02004486,1
E02000976,E02000875,1
E02000024,E02000978,7
E02006093,E02006078,34
E02006928,E02000747,2
E02001038,E02005607,1
E02006471,E02006484,2
E02006255,E02006286,2
E02000162,E02005087,1
E02004720,E02003554,13
W02000249,W02000282,16
E02006752,E02002068,3
E02002589,E02001092,2
E02006426,E02000500,1
E02004436,E02004433,21
W02000257,OD0000001,191
E02004416,E02005113,1
E02000212,E02005781,1
E02005898,E02005871,7
E02003450,E02003391,12
E02001749,E02001788,1
E02004289,E02004248,2
E02000957,E02000604,15
E02001375,E02001383,15
E02000016,E02003303,1
E02002818,E02005370,1
E02000728,E02000034,1
E02005357,E02002858,2
E02001628,E02001534,2
E02000583,E02000125,2
E02001013,E02001161,6
E02003713,E02000051,1
E02004195,E02003952,1
E02003048,E02003567,1
E02001684,E02002548,1
E02000668,E02000342,3
W02000368,E02002916,1
W02000300,W02000374,1
E02005995,E02005996,26
E02001494,E02004156,1
E02003605,E02004894,2
E02006146,E02001878,2
E02006589,E02004891,1
E02005871,E02005354,1
W02000020,E02001494,1
E02003291,W02000366,1
E02002972,E02004561,1
E02004119,E02006199,2
E02001201,E02000994,1
E02003833,E02001227,1
W02000153,W02000174,3
E02003261,E02000621,1
E02005202,E02001317,6
E02003757,E02006237,1
E02006276,E02005519,11
E02001959,E02001971,9
E02004631,OD0000003,261
E02006198,E02006725,2
E02002928,E02002938,44
E02002994,E02006680,12
E02000308,E02004890,2
E02006265,E02006314,1
E02004404,E02004401,1
E02004014,E02005226,2
E02006139,E02001097,1
E02001774,E02001709,3
E02000860,E02006398,3
E02002213,E02002199,5
E02001824,E02002544,3
W02000366,E02006380,1
E02004759,E02004703,2
E02002306,E02006912,4
E02005302,E02006915,2
E02000623,E02003320,1
E02002626,E02002620,503
E02002536,E02001731,3
E02004284,E02000534,1
E02001326,E02002331,1
E02003687,E02003671,1
E02006705,E02006771,3
E02006603,E02003148,1
E02004584,E02004584,144
E02004321,E02005207,1
E02000138,E02005101,1
E02002496,E02001774,1
E02000039,E02004993,3
E02004930,E02003471,1
W02000338,E02000726,1
E02002242,E02002237,21
E02000054,E02000850,1
E02002451,E02004976,2
E02005709,E02005736,16
E02001308,E02001026,3
E02002949,E02002181,1
E02004475,E02000483,2
E02004943,E02000596,3
E02006285,E02006291,1
E02000142,E02000677,7
E02001010,E02001053,2
E02000539,E02005939,1
E02003571,E02004827,2
E02000313,S92000003,1
E02004073,E02005887,4
E02005354,E02005392,1
E02003315,E02005023,1
E02001390,E02005312,1
E02005704,E02001765,10
E02006681,E02006671,11
E02004574,E02004503,1
E02006266,E02004516,2
E02005346,E02002827,13
E02002073,E02001855,9
E02003563,E02004731,1
E02004430,E02000193,10
E02006640,E02003571,2
W02000151,E02005677,1
E02006686,E02004700,1
E02004436,E02000467,2
E02004930,E02003272,3
E02000899,E02000578,1
E02003778,E02006643,2
E02001106,E02001264,5
E02004629,N92000002,1
E02001009,E02001139,1
E02003918,E02003921,20
E02006844,E02005351,2
E02002385,E02005779,8
E02000965,E02004951,1
E02001020,E02001137,1
E02005787,E02002516,1
E02000961,E02000568,10
E02001036,E02003135,2
E02001281,E02001074,4
E02001301,E02000992,7
E02006201,E02006166,1
E02002561,E02001707,2
E02001556,E02002460,1
E02005194,E02001065,1
E02000708,E02000543,2
E02006169,E02002062,1
E02000900,E02004976,3
E02001595,E02002675,1
E02006502,E02001964,5
E02001270,E02001000,1
W02000276,W02000177,4
E02003301,E02000718,1
E02005816,E02002414,5
E02001829,E02003828,1
E02005386,E02002694,1
E02004938,E02000030,2
E02000278,E02000900,3
E02004825,E02000173,1
E02004775,E02006443,1
E02003243,E02003746,21
E02000134,E02000586,10
E02004944,E02002784,2
E02004825,E02004845,1
E02003674,E02004861,1
E02001488,E02006278,1
E02005708,E02001737,3
E02006731,E02004600,1
E02001416,E02003587,1
E02002389,E02002402,26
E02001409,N92000002,1
E02005340,E02005390,7
E02004589,E02004520,15
E02000696,E02006337,1
E02001217,W02000070,1
E02006370,E02000851,6
E02002262,OD0000003,244
W02000422,E02002706,1
E02005209,E02002745,1
E02001091,E02006917,54
E02000462,E02000097,2
E02006162,E02006188,6
E02001968,E02006512,6
E02000211,E02000381,2
E02003514,E02000621,2
E02005083,E02005022,1
E02006076,E02000588,2
E02005179,E02000252,1
E02001499,E02001465,6
E02000916,E02000176,1
E02003802,E02006898,1
E02004033,E02004934,1
E02004963,E02000123,10
E02000424,E02000590,4
E02004487,E02004429,1
E02000757,E02000062,3
E02006590,E02000214,1
E02000993,E02001106,2
E02003429,E02000269,1
E02003458,E02000970,6
E02006132,E02002979,1
E02002320,E02002301,34
E02004353,E02002498,3
E02000028,E02004938,2
E02000887,E02000280,1
E02002610,E02001088,2
E02000844,E02000369,1
E02004934,E02000873,1
E02000773,E02004920,1
E02006184,E02002242,1
E02000920,E02000326,1
E02000395,E02000743,1
E02006677,E02006680,3
E02006645,E02005302,1
E02000731,E02000714,2
E02002102,E02001922,7
E02002196,E02002390,2
E02006200,E02001949,2
E02001563,E02005456,1
E02006675,E02004718,17
E02001513,E02005298,1
E02000859,E02000651,1
E02000249,E02000976,6
E02003804,E02001066,1
E02003115,E02003399,1
W02000209,W02000173,4
E02000589,E02002808,1
E02006138,E02002168,2
E02006792,E02000049,1
E02002976,E02004043,2
E02002685,W02000337,1
E02001077,E02003883,1
E02002233,E02005084,1
E02000334,E02000221,1
E02002931,E02003820,1
E02001794,E02001692,1
E02000210,E02006790,3
E02005842,E02002768,4
E02005734,E02001709,5
E02004377,E02000704,1
E02003794,W02000096,1
E02005192,E02002603,1
E02005387,E02002854,4
E02006810,E02001936,2
E02000683,E02000212,2
E02000018,E02002124,2
E02000896,E02004877,2
E02001202,E02001079,1
E02002292,E02000551,1
E02005919,E02002450,1
E02003888,E02005312,1
E02002881,E02005796,1
E02004862,OD0000002,3
E02000192,E02000564,6
E02006772,E02001862,1
E02001022,E02005288,1
E02006341,S92000003,2
E02004377,E02005008,3
E02003236,E02000606,1
E02005671,E02003475,20
E02000495,E02004961,13
E02005979,E02005621,1
E02005847,E02001637,10
W02000201,E02000149,1
E02000912,E02004890,1
E02006886,E02000524,2
E02005100,E02004704,1
E02005328,E02001307,1
E02006627,E02003778,1
E02001026,E02001320,5
E02002459,E02003233,1
E02006464,E02006448,2
E02002737,E02005492,19
E02003348,E02000184,2
E02003534,E02000191,1
E02002359,E02002354,5
E02000942,E02006332,7
E02004483,E02000023,3
E02003241,E02004981,1
E02003785,E02003254,1
E02000573,E02000540,1
E02003093,E02006110,1
E02004709,E02003211,1
E02000554,E02000369,2
E02003719,E02000188,1
E02004843,E02003730,1
E02001167,E02001068,2
E02006024,E02002941,7
E02005193,E02005193,340
E02003790,E02006825,5
E02001089,E02001077,14
E02001683,E02003988,1
E02006145,E02006179,3
E02003812,E02001083,1
E02006521,E02000884,1
E02000281,E02004469,1
E02006033,E02002918,1
E02006473,E02006223,1
W02000318,W02000323,35
E02002451,E02002594,1
E02002330,E02002794,8
E02000841,E02000614,11
E02001063,E02001281,2
E02000651,E02004907,1
E02003026,E02004142,1
E02006489,E02004054,1
E02003433,E02000981,1
E02006833,E02003735,1
E02004695,E02006406,3
E02006499,E02002827,1
E02000048,E02004969,1
E02000038,E02000510,1
E02000132,E02000690,2
E02005057,E02000635,2
E02001627,E02002471,2
E02006587,E02006611,8
E02000401,E02000401,33
E02004375,E02004906,1
W02000128,W02000402,1
E02002016,E02006729,1
E02004946,E02003622,2
E02000123,E02000973,19
E02003209,E02004807,1
E02005236,E02005301,2
E02003533,E02003526,11
E02006280,E02006420,1
E02005798,E02005773,1
E02004089,E02005384,2
W02000380,W02000242,3
E02006367,E02000935,1
E02003674,E02005983,14
E02002078,E02001909,3
E02001472,E02001357,1
E02002254,E02002245,6
E02000535,E02006331,1
E02001170,E02003859,7
E02003386,E02003379,112
E02003028,E02006796,1
E02005971,E02003379,1
E02004100,E02001194,1
E02000271,E02003710,1
E02002781,E02001731,5
E02002582,E02001402,1
E02005050,E02005154,2
W02000031,E02001368,3
E02004292,E02001786,1
E02004982,E02006819,1
E02000753,E02000053,2
E02006150,E02001977,1
E02003331,E02004379,1
E02006181,E02006181,253
E02004034,E02006135,1
E02000997,E02001154,1
E02002431,E02002283,8
E02003400,E02004608,3
E02001150,E02001260,23
E02001556,E02002433,2
E02002826,E02004123,25
E02005953,E02004993,1
W02000133,E02000897,1
E02001928,E02001948,5
E02006460,E02003343,1
E02000354,E02006925,2
E02004153,E02004133,3
E02000488,E02000300,1
E02004691,E02006463,9
E02006622,E02003527,2
E02003736,E02003740,24
E02000750,E02006420,1
E02004970,E02004961,28
E02000123,E02000665,1
E02002820,E02006850,3
E02000439,E02000257,2
E02006306,E02005548,61
E02000222,E02006429,17
E02004450,E02006247,1
E02005362,E02000732,1
E02001990,E02005372,23
E02001200,E02001183,2
E02006652,E02003444,5
E02002120,E02001862,3
E02001242,E02006854,1
E02004962,E02004985,13
E02002274,E02001081,1
E02001950,E02002125,2
E02001623,E02003276,1
E02002636,E02005271,1
E02003777,E02006277,1
E02000904,E02000765,1
E02006184,E02002150,86
E02003279,E02004534,2
E02004233,E02004162,15
E02003935,E02003961,3
E02000933,E02000830,3
E02006308,E02006298,6
E02002028,E02002159,1
E02005354,E02005593,1
E02001896,E02001870,7
E02004398,E02005163,1
E02002116,E02006215,2
E02000007,E02004527,1
E02004736,E02004823,1
E02000404,E02000872,1
E02006825,E02000566,1
E02004987,E02004941,13
E02006167,E02006475,1
E02000896,E02004957,2
E02006411,E02006414,38
E02003140,S92000003,11
E02002962,E02002593,1
E02000744,E02004541,4
E02001386,E02001447,3
E02002191,E02002198,10
E02004248,E02003204,29
E02002566,E02005375,1
E02003820,E02002127,1
E02005999,E02006471,1
E02002261,E02006902,2
E02003059,E02003036,41
E02001712,E02001873,1
E02002043,E02005614,1
E02003437,S92000003,1
E02001442,E02001358,1
E02000693,E02006619,1
E02003834,E02003271,1
E02001189,E02005186,1
E02000064,E02000428,3
E02003818,E02006328,1
E02004683,E02004817,7
W02000336,W02000303,8
E02002852,E02005973,1
E02004607,E02000935,1
E02000293,E02000757,1
E02006154,E02002117,6
E02006031,E02003810,3
E02001905,E02001878,18
E02002960,E02004814,1
E02006322,E02006414,3
E02006090,E02004272,11
E02001751,E02005704,1
E02001147,E02001253,3
E02006902,E02005182,1
E02006608,E02004391,1
E02001830,E02006529,1
E02006732,E02006697,6
E02006551,E02000186,1
W02000355,E02004600,1
E02000606,E02000967,12
E02003313,E02004444,2
E02006557,E02006450,1
E02004318,E02001822,2
E02003381,E02006463,4
E02005526,E02005571,1
E02000979,E02003863,1
E02000777,E02000169,1
E02002623,E02002941,1
E02002180,E02001096,1
E02001781,E02001791,1
E02001099,E02001185,1
E02001357,E02001285,1
E02001184,E02001206,1
E02001225,E02002396,1
E02000481,E02000016,22
E02003756,E02005673,1
E02003868,E02001003,1
E02003813,E02006917,4
E02002507,E02002551,126
E02006225,E02004775,1
E02004589,E02004492,2
E02005456,E02002450,1
E02004437,E02003339,1
E02000417,E02000865,2
E02002650,E02005310,1
W02000179,W02000404,2
E02001543,E02002446,11
E02001311,E02001293,1
E02003360,E02003401,2
E02001993,E02006507,9
E02002183,E02002877,1
E02003234,W02000232,1
E02004554,E02000770,1
E02000381,E02000533,1
E02004858,E02000977,14
E02003603,E02003475,8
E02006137,E02002820,3
E02004065,E02002453,1
E02004732,E02006560,1
E02000944,OD0000004,2
E02006159,E02003609,1
E02002633,E02005195,1
E02006278,E02006634,1
E02000135,E02000743,1
E02000910,E02000969,3
E02003405,E02006321,1
E02001990,E02005678,5
E02004459,E02004592,2
E02006605,E02000710,1
E02003473,E02004983,1
E02004064,E02004516,2
E02006577,E02006583,23
E02000159,E02000159,145
E02001791,E02001727,3
E02000730,E02000319,1
E02000095,E02000074,1
E02002403,E02005814,4
E02000746,E02000875,5
E02006759,E02001956,1
E02000321,E02000673,2
E02005725,E02003353,1
E02003388,E02004850,1
E02001536,E02001681,1
E02000706,E02000773,1
E02004897,E02004978,4
E02001460,E02006934,167
E02001680,E02005846,2
E02004300,E02004308,24
E02004825,E02004734,9
E02000649,E02000372,18
E02003477,E02000033,1
E02002373,E02000878,1
E02002749,E02002420,2
E02004027,E02001301,2
E02003838,E02004793,1
W02000256,E02006050,2
E02005994,E02000935,1
E02002438,E02001559,1
E02001210,E02001285,1
E02001850,E02006743,1
E02005202,E02003609,1
E02003604,E02003787,25
E02001066,E02002197,2
E02003137,E02003152,54
E02003682,E02003462,1
E02004037,E02005889,2
E02004368,E02000979,9
W02000302,E02003005,1
E02000757,E02004841,1
E02002928,E02002916,1
W02000165,E02004594,1
E02005284,E02000986,2
E02004120,E02002889,4
E02006927,E02005059,1
E02004912,E02003754,1
E02000816,E02000113,1
E02006462,E02005750,1
E02005408,E02001854,5
E02002274,E02002594,1
W02000359,E02005679,1
E02000020,E02004886,1
E02005357,E02005853,1
E02005527,E02005549,1
E02006216,W02000096,1
E02000278,E02000474,1
E02000239,E02004906,1
E02000890,E02004547,1
E02006388,E02005081,1
E02006419,E02000809,3
E02005349,E02006169,1
E02006441,E02006459,11
W02000375,W02000192,8
E02001790,E02002543,3
E02005180,E02005186,225
E02001502,E02001176,1
E02003409,E02004696,1
E02001938,E02001951,4
E02006041,E02003805,1
E02002437,E02002593,1
E02004896,E02000799,1
E02006187,E02001906,2
E02000407,E02000927,1
E02006533,E02006157,1
E02000791,E02000786,7
E02001836,E02000846,5
E02001167,E02001070,5
E02003527,E02006092,1
E02005169,E02006385,1
E02003287,E02000891,1
E02003324,E02004990,1
E02000427,E02000039,1
E02003980,E02003977,65
E02005523,E02003719,1
E02004878,E02004849,5
E02000733,E02006792,8
E02001142,E02002594,1
E02004703,E02004775,17
E02006825,E02003735,42
E02000628,E02000825,2
E02004874,E02000896,1
E02002798,E02006844,1
E02000506,E02000502,15
E02006844,E02002835,1
E02003523,W02000362,1
E02004565,E02004520,1
E02000764,E02000530,1
E02006014,E02003999,1
E02006384,E02003539,1
E02003515,E02005931,2
E02006497,E02003636,1
E02005776,E02002439,5
E02001320,E02001038,1
E02004038,E02005866,1
E02000194,S92000003,1
E02000890,E02000568,1
E02003431,E02000620,1
E02003483,E02005621,1
E02003414,E02003422,24
E02004063,E02002872,2
E02000609,E02000614,59
E02001302,E02005393,1
E02004758,E02005933,1
E02004534,E02000303,4
E02003842,E02001395,1
E02000270,E02000242,7
E02001872,E02005773,1
E02002233,E02002279,3
E02006258,E02006297,95
E02005033,E02006374,1
E02002613,E02006157,1
E02005067,E02006114,1
E02000871,E02000403,3
E02005253,E02005271,13
E02002344,E02002304,3
E02004011,E02001059,1
E02001639,E02001628,72
E02005765,E02002445,1
E02006369,E02000696,1
E02005422,E02001978,1
E02005774,E02005299,1
E02006526,E02003666,2
E02001321,E02003427,1
E02000025,E02004900,4
E02005742,E02005745,14
E02000680,E02000925,1
W02000194,E02006792,1
E02004811,E02000001,28
E02006773,E02002079,1
E02006568,E02006559,3
E02001078,E02004100,1
E02004228,E02004149,1
E02003916,E02006509,1
E02001900,E02006705,2
E02003578,E02003106,1
E02000091,E02006786,2
E02005999,E02003654,1
E02006469,E02006150,9
E02000210,E02006606,1
E02004805,E02004964,1
E02004861,E02003711,3
E02006298,E02004581,2
E02004515,E02004487,3
E02003655,E02006516,1
E02005320,E02005324,5
E02000027,E02000575,28
E02001137,E02003845,1
E02000130,E02003313,1
E02006369,E02000859,1
E02005431,E02004038,1
E02004406,E02006576,4
E02004924,E02000280,2
E02003681,E02000536,1
E02004876,E02004897,4
E02006335,E02006836,5
E02003164,E02004805,1
E02005291,E02005191,7
E02000517,E02000268,7
E02003852,E02001432,3
E02006885,E02002994,1
E02001586,E02001533,5
E02001413,E02001348,5
E02003372,E02004696,2
E02001599,E02000573,1
E02003257,E02004845,1
E02000979,E02000629,2
E02004297,E02001753,1
E02005607,E02006278,8
E02000802,E02000703,1
E02006920,E02005564,1
E02006736,E02006779,7
E02004995,E02000090,1
E02003683,E02003650,2
E02001899,E02004196,1
E02002613,E02005259,2
E02003564,E02004768,2
E02002190,E02002333,7
E02002059,E02002117,3
E02003087,E02003085,114
W02000096,E02003883,1
E02001863,E02002093,1
E02006332,E02000698,1
W02000032,OD0000002,10
E02005366,E02005660,1
E02003626,E02004876,1
E02002993,E02004900,1
E02004618,E02004636,4
E02000880,E02002230,1
E02000454,E02000969,1
E02004541,E02000213,1
W02000134,E02003425,2
E02002441,E02002220,3
E02005038,E02000974,2
E02006455,E02006839,62
E02006164,W02000066,1
E02004646,S92000003,2
E02006523,E02001863,1
E02006650,E02004684,1
E02002453,E02001556,1
E02000466,E02000604,1
E02004939,E02000515,1
E02000206,E02006391,1
E02002114,E02006178,3
E02003713,E02000576,4
E02003007,E02006343,3
E02006326,E02000191,11
E02005302,E02004043,1
E02002539,E02002547,17
E02004056,E02006875,3
E02005608,E02005531,2
E02004873,E02004965,3
E02001032,E02001041,8
E02005863,E02003607,1
E02006817,E02002047,1
E02001720,E02001809,2
E02004898,E02000758,2
E02001359,E02001464,3
E02002825,E02002798,6
E02000350,E02000144,1
E02005358,E02005758,1
E02001569,E02003608,1
E02003687,E02000541,1
E02005364,E02002861,3
E02006034,E02002939,14
E02001858,E02001828,2
E02000916,E02004542,3
E02000453,E02006854,49
E02006708,E02001945,2
E02004870,E02003242,1
E02002145,E02002076,2
E02005458,E02002784,2
E02002466,E02002258,5
E02006543,E02006561,3
E02001506,E02004051,1
E02001467,E02001374,14
E02002230,E02006861,2
E02000598,E02000539,13
E02004082,E02004082,188
E02000765,E02004468,1
E02004653,W02000423,1
E02001266,E02002603,4
E02003181,E02003172,9
E02005128,E02004997,8
E02000048,E02005983,1
E02000914,E02000875,2
E02002030,E02006038,1
E02002160,E02002145,9
E02001266,E02001081,5
E02001218,E02006917,42
E02005686,E02004983,1
E02000675,E02000878,14
E02003447,E02006566,1
E02000535,E02000548,21
E02000759,E02000306,8
E02006397,E02000566,1
E02003190,E02004775,1
E02004532,E02000398,3
E02006752,E02006218,2
E02001615,E02001673,5
E02000677,E02000381,1
E02000708,E02000880,1
E02000311,E02000283,4
E02005934,E02003686,1
E02000887,E02000869,2
E02000642,E02000280,2
E02002867,E02003672,1
E02002363,E02002271,1
E02000002,E02004852,1
E02005128,E02005011,4
E02003559,E02003567,82
E02003698,E02003671,1
E02000528,E02000508,5
E02006298,E02006286,1
E02001468,E02001434,1
E02004244,E02004826,6
E02000295,E02000287,36
E02003657,E02003644,9
E02001446,E02005248,1
E02005514,E02006298,2
E02005621,E02005387,1
E02001111,E02006934,2
E02006536,E02005153,1
E02000521,E02000957,2
E02001708,E02005710,10
E02003065,E02002986,2
E02000023,E02000620,5
E02006266,E02004921,1
E02002613,E02001327,2
E02004802,E02000974,5
E02003281,E02000772,3
E02002067,S92000003,2
E02003269,E02000280,2
E02000649,E02000383,11
E02001309,E02001031,7
E02006895,E02002941,1
E02000640,E02004685,2
E02005813,E02002221,5
E02000229,E02006383,4
E02005153,E02000001,48
E02001595,E02004920,2
E02000311,E02000631,1
E02002411,E02005209,2
E02001249,E02001650,1
W02000364,W02000127,4
E02002941,E02006028,9
E02000530,E02006371,1
E02002367,E02001025,1
E02002535,E02002542,20
E02000210,E02006853,2
E02000171,E02000582,2
E02001490,E02001434,2
E02005803,E02002566,1
E02006884,W02000327,1
E02004885,E02004990,7
E02001106,E02005202,1
E02003060,E02003043,456
W02000161,E02004714,1
E02006406,E02006415,43
E02002326,E02002384,2
E02003802,E02005336,1
E02006730,E02006737,2
E02000783,E02006799,4
E02006809,E02002863,1
E02002493,E02005750,3
E02001939,E02001832,5
E02004993,E02000597,1
E02006897,E02001944,4
E02006880,E02005025,41
E02001576,E02005758,1
E02003845,E02001453,1
E02001308,E02001085,2
E02000153,E02000173,1
E02005318,E02004611,1
E02003551,E02004842,5
E02004933,E02000384,5
W02000002,E02001368,1
E02004491,E02003930,1
E02000416,E02000572,8
E02001850,E02002013,3
E02005382,E02006495,4
E02006608,E02006437,50
E02000381,E02000380,13
E02000080,E02000391,1
E02005651,E02003620,1
E02001434,E02001381,4
E02004615,E02005952,3
E02001580,E02001593,58
E02006697,E02001888,1
E02003408,E02000797,4
E02004805,E02000967,3
E02002966,E02001905,1
E02000357,E02000278,2
E02005689,E02006410,2
